0 inf
1000 0.0000067760
2000 0.0000055795
3000 0.0000049947
4000 0.0000052248
5000 0.0000050744
6000 0.0000051312
7000 0.0000050394
8000 0.0000049994
9000 0.0000049570
10000 0.0000050597
11000 0.0000050735
12000 0.0000050296
13000 0.0000049918
14000 0.0000049771
15000 0.0000049481
16000 0.0000050228
17000 0.0000050364
18000 0.0000050086
19000 0.0000049993
20000 0.0000049839
21000 0.0000049656
22000 0.0000049744
23000 0.0000049970
24000 0.0000049826
25000 0.0000049655
26000 0.0000049845
27000 0.0000049717
28000 0.0000049772
29000 0.0000050038
30000 0.0000049930
31000 0.0000050014
32000 0.0000049934
33000 0.0000049786
34000 0.0000049806
35000 0.0000050096
36000 0.0000050207
37000 0.0000050131
38000 0.0000050012
39000 0.0000049999
40000 0.0000049902
41000 0.0000050258
42000 0.0000050203
43000 0.0000050098
44000 0.0000050071
45000 0.0000049990
46000 0.0000049896
47000 0.0000050051
48000 0.0000050010
49000 0.0000049922
50000 0.0000049897
51000 0.0000049900
52000 0.0000049828
53000 0.0000049907
54000 0.0000049984
55000 0.0000049920
56000 0.0000049981
57000 0.0000049912
58000 0.0000049854
59000 0.0000049857
60000 0.0000049977
61000 0.0000050016
62000 0.0000049972
63000 0.0000049902
64000 0.0000049875
65000 0.0000049809
66000 0.0000049960
67000 0.0000049945
68000 0.0000049881
69000 0.0000049853
70000 0.0000049817
71000 0.0000049774
72000 0.0000050007
73000 0.0000049972
74000 0.0000049911
75000 0.0000049888
76000 0.0000049843
77000 0.0000049783
78000 0.0000049884
79000 0.0000049853
80000 0.0000049799
81000 0.0000049823
82000 0.0000049793
83000 0.0000049755
84000 0.0000049810
85000 0.0000049841
86000 0.0000049792
87000 0.0000049820
88000 0.0000049774
89000 0.0000049746
90000 0.0000049730
91000 0.0000049796
92000 0.0000049822
93000 0.0000049782
94000 0.0000049719
95000 0.0000049707
96000 0.0000049663
97000 0.0000049813
98000 0.0000049783
99000 0.0000049734
100000 0.0000049688
101000 0.0000049650
102000 0.0000049602
103000 0.0000049676
104000 0.0000049649
105000 0.0000049611
106000 0.0000049625
107000 0.0000049586
108000 0.0000049544
109000 0.0000049578
110000 0.0000049607
111000 0.0000049576
112000 0.0000049569
113000 0.0000049530
114000 0.0000049512
115000 0.0000049487
116000 0.0000049553
117000 0.0000049597
118000 0.0000049559
119000 0.0000049523
120000 0.0000049521
121000 0.0000049480
122000 0.0000050239
123000 0.0000050487
124000 0.0000050535
125000 0.0000050635
126000 0.0000050597
127000 0.0000050550
128000 0.0000050576
129000 0.0000050540
130000 0.0000050494
131000 0.0000050567
132000 0.0000050498
133000 0.0000050437
134000 0.0000050329
135000 0.0000050225
136000 0.0000050128
137000 0.0000050031
138000 0.0000049930
139000 0.0000050085
140000 0.0000050047
141000 0.0000049963
142000 0.0000049879
143000 0.0000049765
144000 0.0000049648
145000 0.0000049529
146000 0.0000049512
147000 0.0000049427
148000 0.0000049337
149000 0.0000049303
150000 0.0000049228
151000 0.0000049145
152000 0.0000049091
153000 0.0000049016
154000 0.0000049024
155000 0.0000048948
156000 0.0000048862
157000 0.0000048815
158000 0.0000048730
159000 0.0000048631
160000 0.0000048529
161000 0.0000048457
162000 0.0000048423
163000 0.0000048377
164000 0.0000048307
165000 0.0000048237
166000 0.0000048195
167000 0.0000048134
168000 0.0000048066
169000 0.0000048017
170000 0.0000048050
171000 0.0000047995
172000 0.0000047937
173000 0.0000047872
174000 0.0000047857
175000 0.0000047800
176000 0.0000047738
177000 0.0000047764
178000 0.0000047704
179000 0.0000047699
180000 0.0000047630
181000 0.0000047568
182000 0.0000047531
183000 0.0000047479
184000 0.0000047461
185000 0.0000047443
186000 0.0000047386
187000 0.0000047371
188000 0.0000047317
189000 0.0000047259
190000 0.0000047207
191000 0.0000047169
192000 0.0000047192
193000 0.0000047138
194000 0.0000047088
195000 0.0000047035
196000 0.0000047019
197000 0.0000046972
198000 0.0000046922
199000 0.0000046920
200000 0.0000046964
201000 0.0000046953
202000 0.0000046938
203000 0.0000046932
204000 0.0000046919
205000 0.0000046901
206000 0.0000046940
207000 0.0000046930
208000 0.0000046914
209000 0.0000046918
210000 0.0000046910
211000 0.0000046887
212000 0.0000046879
213000 0.0000046919
214000 0.0000046930
215000 0.0000046916
216000 0.0000046896
217000 0.0000046887
218000 0.0000046872
219000 0.0000046881
220000 0.0000046893
221000 0.0000046876
222000 0.0000046856
223000 0.0000046860
224000 0.0000046846
225000 0.0000046827
226000 0.0000046855
227000 0.0000046846
228000 0.0000046851
229000 0.0000046836
230000 0.0000046817
231000 0.0000046809
232000 0.0000046793
233000 0.0000046849
234000 0.0000046835
235000 0.0000046818
236000 0.0000046809
237000 0.0000046794
238000 0.0000046775
239000 0.0000046759
240000 0.0000046792
241000 0.0000046775
242000 0.0000046787
243000 0.0000046769
244000 0.0000046752
245000 0.0000046743
246000 0.0000046747
247000 0.0000046785
248000 0.0000046770
249000 0.0000046753
250000 0.0000046743
251000 0.0000046727
252000 0.0000046709
253000 0.0000046733
254000 0.0000046723
255000 0.0000046705
256000 0.0000046712
257000 0.0000046697
258000 0.0000046679
259000 0.0000046670
260000 0.0000046708
261000 0.0000046712
262000 0.0000046696
263000 0.0000046678
264000 0.0000046674
265000 0.0000046659
266000 0.0000046641
267000 0.0000046668
268000 0.0000046654
269000 0.0000046638
270000 0.0000046643
271000 0.0000046629
272000 0.0000046611
273000 0.0000046606
274000 0.0000046649
275000 0.0000046637
276000 0.0000046622
277000 0.0000046611
278000 0.0000046598
279000 0.0000046583
280000 0.0000046574
281000 0.0000046593
282000 0.0000046579
283000 0.0000046583
284000 0.0000046570
285000 0.0000046555
286000 0.0000046547
287000 0.0000046552
288000 0.0000046582
289000 0.0000046569
290000 0.0000046554
291000 0.0000046546
292000 0.0000046532
293000 0.0000046518
294000 0.0000046523
295000 0.0000046529
296000 0.0000046514
297000 0.0000046521
298000 0.0000046508
299000 0.0000046494
300000 0.0000046488
301000 0.0000046516
302000 0.0000046522
303000 0.0000046509
304000 0.0000046492
305000 0.0000046488
306000 0.0000046473
307000 0.0000046458
308000 0.0000046470
309000 0.0000046470
310000 0.0000046465
311000 0.0000046453
312000 0.0000046439
313000 0.0000046431
314000 0.0000046418
315000 0.0000046468
316000 0.0000046460
317000 0.0000046447
318000 0.0000046438
319000 0.0000046427
320000 0.0000046414
321000 0.0000046399
322000 0.0000046423
323000 0.0000046409
324000 0.0000046412
325000 0.0000046399
326000 0.0000046386
327000 0.0000046380
328000 0.0000046371
329000 0.0000046411
330000 0.0000046400
331000 0.0000046387
332000 0.0000046374
333000 0.0000046362
334000 0.0000046348
335000 0.0000046344
336000 0.0000046357
337000 0.0000046344
338000 0.0000046350
339000 0.0000046338
340000 0.0000046324
341000 0.0000046319
342000 0.0000046331
343000 0.0000046355
344000 0.0000046342
345000 0.0000046332
346000 0.0000046322
347000 0.0000046310
348000 0.0000046297
349000 0.0000046288
350000 0.0000046276
351000 0.0000046244
352000 0.0000046232
353000 0.0000046204
354000 0.0000046176
355000 0.0000046152
356000 0.0000046123
357000 0.0000046111
358000 0.0000046099
359000 0.0000046069
360000 0.0000046056
361000 0.0000046030
362000 0.0000046001
363000 0.0000045969
364000 0.0000045947
365000 0.0000045940
366000 0.0000045926
367000 0.0000045900
368000 0.0000045869
369000 0.0000045866
370000 0.0000045839
371000 0.0000045812
372000 0.0000045795
373000 0.0000045818
374000 0.0000045829
375000 0.0000045823
376000 0.0000045810
377000 0.0000045808
378000 0.0000045797
379000 0.0000045816
380000 0.0000045789
381000 0.0000045756
382000 0.0000045723
383000 0.0000045689
384000 0.0000045690
385000 0.0000045658
386000 0.0000045625
387000 0.0000045601
388000 0.0000045624
389000 0.0000045603
390000 0.0000045604
391000 0.0000045578
392000 0.0000045557
393000 0.0000045540
394000 0.0000045518
395000 0.0000045541
396000 0.0000045531
397000 0.0000045520
398000 0.0000045508
399000 0.0000045517
400000 0.0000045507
401000 0.0000045498
402000 0.0000045536
403000 0.0000045539
404000 0.0000045510
405000 0.0000045480
406000 0.0000045448
407000 0.0000045440
408000 0.0000045429
409000 0.0000045455
410000 0.0000045444
411000 0.0000045432
412000 0.0000045420
413000 0.0000045436
414000 0.0000045428
415000 0.0000045447
416000 0.0000045458
417000 0.0000045480
418000 0.0000045483
419000 0.0000045484
420000 0.0000045493
421000 0.0000045515
422000 0.0000045532
423000 0.0000045552
424000 0.0000045554
425000 0.0000045559
426000 0.0000045561
427000 0.0000045572
428000 0.0000045610
429000 0.0000045611
430000 0.0000045610
431000 0.0000045619
432000 0.0000045620
433000 0.0000045621
434000 0.0000045648
435000 0.0000045649
436000 0.0000045660
437000 0.0000045661
438000 0.0000045661
439000 0.0000045665
440000 0.0000045693
441000 0.0000045695
442000 0.0000045711
443000 0.0000045712
444000 0.0000045716
445000 0.0000045718
446000 0.0000045731
447000 0.0000045768
448000 0.0000045768
449000 0.0000045771
450000 0.0000045773
451000 0.0000045773
452000 0.0000045810
453000 0.0000045811
454000 0.0000045811
455000 0.0000045832
456000 0.0000045833
457000 0.0000045833
458000 0.0000045875
459000 0.0000045876
460000 0.0000045877
461000 0.0000045897
462000 0.0000045898
463000 0.0000045903
464000 0.0000045938
465000 0.0000045938
466000 0.0000045952
467000 0.0000045951
468000 0.0000045949
469000 0.0000045954
470000 0.0000045973
471000 0.0000046004
472000 0.0000046005
473000 0.0000046004
474000 0.0000046008
475000 0.0000046008
476000 0.0000046008
477000 0.0000046033
478000 0.0000046033
479000 0.0000046031
480000 0.0000046043
481000 0.0000046044
482000 0.0000046044
483000 0.0000046067
484000 0.0000046067
485000 0.0000046079
486000 0.0000046081
487000 0.0000046080
488000 0.0000046084
489000 0.0000046108
490000 0.0000046111
491000 0.0000046123
492000 0.0000046122
493000 0.0000046124
494000 0.0000046124
495000 0.0000046127
496000 0.0000046134
497000 0.0000046114
498000 0.0000046093
499000 0.0000046074
500000 0.0000046057
501000 0.0000046037
502000 0.0000046015
503000 0.0000046006
504000 0.0000045998
505000 0.0000045985
506000 0.0000045966
507000 0.0000045946
508000 0.0000045931
509000 0.0000045911
510000 0.0000045891
511000 0.0000045878
512000 0.0000045871
513000 0.0000045860
514000 0.0000045844
515000 0.0000045824
516000 0.0000045803
517000 0.0000045787
518000 0.0000045768
519000 0.0000045757
520000 0.0000045748
521000 0.0000045724
522000 0.0000045709
523000 0.0000045681
524000 0.0000045654
525000 0.0000045626
526000 0.0000045604
527000 0.0000045578
528000 0.0000045563
529000 0.0000045557
530000 0.0000045538
531000 0.0000045513
532000 0.0000045487
533000 0.0000045460
534000 0.0000045438
535000 0.0000045412
536000 0.0000045385
537000 0.0000045381
538000 0.0000045377
539000 0.0000045352
540000 0.0000045327
541000 0.0000045308
542000 0.0000045284
543000 0.0000045259
544000 0.0000045233
545000 0.0000045207
546000 0.0000045208
547000 0.0000045192
548000 0.0000045176
549000 0.0000045158
550000 0.0000045151
551000 0.0000045134
552000 0.0000045117
553000 0.0000045098
554000 0.0000045098
555000 0.0000045082
556000 0.0000045067
557000 0.0000045051
558000 0.0000045043
559000 0.0000045027
560000 0.0000045010
561000 0.0000044993
562000 0.0000045007
563000 0.0000045001
564000 0.0000044983
565000 0.0000044966
566000 0.0000044953
567000 0.0000044934
568000 0.0000044916
569000 0.0000044899
570000 0.0000044907
571000 0.0000044914
572000 0.0000044909
573000 0.0000044902
574000 0.0000044901
575000 0.0000044896
576000 0.0000044889
577000 0.0000044901
578000 0.0000044898
579000 0.0000044895
580000 0.0000044897
581000 0.0000044892
582000 0.0000044887
583000 0.0000044884
584000 0.0000044906
585000 0.0000044908
586000 0.0000044903
587000 0.0000044901
588000 0.0000044897
589000 0.0000044892
590000 0.0000044886
591000 0.0000044899
592000 0.0000044895
593000 0.0000044899
594000 0.0000044895
595000 0.0000044889
596000 0.0000044887
597000 0.0000044882
598000 0.0000044895
599000 0.0000044891
600000 0.0000044886
601000 0.0000044881
602000 0.0000044885
603000 0.0000044879
604000 0.0000044872
605000 0.0000044888
606000 0.0000044884
607000 0.0000044889
608000 0.0000044884
609000 0.0000044879
610000 0.0000044878
611000 0.0000044873
612000 0.0000044887
613000 0.0000044883
614000 0.0000044878
615000 0.0000044879
616000 0.0000044876
617000 0.0000044871
618000 0.0000044861
619000 0.0000044881
620000 0.0000044882
621000 0.0000044868
622000 0.0000044852
623000 0.0000044842
624000 0.0000044826
625000 0.0000044804
626000 0.0000044787
627000 0.0000044794
628000 0.0000044778
629000 0.0000044774
630000 0.0000044757
631000 0.0000044741
632000 0.0000044721
633000 0.0000044701
634000 0.0000044679
635000 0.0000044667
636000 0.0000044658
637000 0.0000044658
638000 0.0000044639
639000 0.0000044617
640000 0.0000044598
641000 0.0000044590
642000 0.0000044577
643000 0.0000044577
644000 0.0000044597
645000 0.0000044600
646000 0.0000044601
647000 0.0000044607
648000 0.0000044608
649000 0.0000044620
650000 0.0000044619
651000 0.0000044600
652000 0.0000044581
653000 0.0000044572
654000 0.0000044555
655000 0.0000044537
